LIB_ID,SGD_DB_ID,SYS_ID,GENE_SYM,NAME,PHENOTYPE,DESCRIPTION
NOP7,S000003335,YGR103W,NOP7,NucleOlar Protein,,Component of several different pre-ribosomal particles; forms a complex with Ytm1p and Erb1p that is required for maturation of the large ribosomal subunit; required for exit from G<sub>0</sub> and the initiation of cell proliferation
NOP8,S000005504,YOL144W,NOP8,NucleOlar Protein,,Nucleolar protein required for 60S ribosomal subunit biogenesis
NPA3,S000003833,YJR072C,NPA3,Nucleolar Preribosomal Associated,,Member of the conserved GPN-loop GTPase family; has a role in transport of RNA polymerase II to the nucleus; exhibits GTP-dependent binding to PolII; has ATPase activity; involved in sister chromatid cohesion; phosphorylated by the Pcl1p-Pho85p kinase complex; human homolog XAB1 interacts with human RNA polymerase II; protein abundance increases in response to DNA replication stress
NPL6,S000004697,YMR091C,NPL6,Nuclear Protein Localization,,"Component of the RSC chromatin remodeling complex; interacts with Rsc3p, Rsc30p, Ldb7p, and Htl1p to form a module important for a broad range of RSC functions"
NRD1,S000005195,YNL251C,NRD1,Nuclear pre-mRNA Down-regulation,"Essential gene; reduction of function results in accumulation of abnormally processed mRNA, rRNA, snRNA precursors; mutants show small cell size and slow growth; overexpression increases invasive growth in Sigma1278b
","RNA-binding subunit of Nrd1 complex; complex interacts with exosome to mediate 3'-end formation of some mRNAs, snRNAs, snoRNAs, and CUTs; interacts with CTD of RNA pol II large subunit Rpo21p at phosphorylated Ser5 to direct transcription termination of non-polyadenylated transcripts; H3K4 trimethylation of transcribed regions by Set1p enhances recruitment of Nrd1p to those sites; role in regulation of mitochondrial abundance and cell size"
NSA1,S000003079,YGL111W,NSA1,Nop Seven Associated,,Constituent of 66S pre-ribosomal particles; involved in 60S ribosomal subunit biogenesis
NSA2,S000000928,YER126C,NSA2,Nop Seven Associated,,"Protein constituent of 66S pre-ribosomal particles; contributes to processing of the 27S pre-rRNA; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2"
NSE1,S000003997,YLR007W,NSE1,Non-SMC Element,,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
NSE3,S000002696,YDR288W,NSE3,Non SMC Element,,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; protein abundance increases in response to DNA replication stress
NSE4,S000002263,YDL105W,NSE4,Non-SMC Element,,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
NSE5,S000004485,YML023C,NSE5,Non-SMC Element 5,,Component of the SMC5-SMC6 complex; this complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair
NSL1,S000006154,YPL233W,NSL1,Nnf1 Synthetic Lethal,,Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; required for accurate chromosome segregation; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
NSP1,S000003577,YJL041W,NSP1,NucleoSkeletal-like Protein,,"FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) nuclear basket; contributes directly to nucleocytoplasmic transport and maintenance of the NPC permeability barrier; found in stable complex with Nup82p, Gle2p and two other FG-nucleoporins (Nup159p and Nup116p); also found in stable complex with Nic96p and two other FG-nucleoproteins (Nup49p and Nup57p)"
NTF2,S000000811,YER009W,NTF2,Nuclear Transport Factor,"Essential gene; conditional (ts) mutations cause defects in nuclear import and slow growth
",Nuclear envelope protein; interacts with GDP-bound Gsp1p and with proteins of the nuclear pore to transport Gsp1p into the nucleus where it is an essential player in nucleocytoplasmic transport
NTR2,S000001730,YKR022C,NTR2,NineTeen complex Related protein,,"Essential protein that forms a dimer with Ntr1p; also forms a trimer, with Ntr2p and the DExD/H-box RNA helicase Prp43p, that is involved in spliceosome disassembly"
NUD1,S000005900,YOR373W,NUD1,,,"Mitotic exit network (MEN) scaffold protein; core component of the SPB outer plaque that functions in astral microtubule organization via Spc72p; scaffold for recruitment of MEN components, such as Cdc15p, Tem1p and the Bfa1p-Bub2p checkpoint complex; phosphorylation by Cdc15p creates a Dbf2p-Mob1p phospho-docking site enabling Cdc15p-dependent complex activation and mitotic exit; acts through the MEN to specify Kar9p-mediated asymmetric SPB inheritance; homologous to mammalian centriolin"
NUF2,S000005430,YOL069W,NUF2,NUclear Filament-containing protein,"Essential gene; depletion leads to increased frequency of chromosomal rearrangements and chromosome loss; overexpression also causes chromosome instability
","Component of the kinetochore-associated Ndc80 complex; involved in chromosome segregation, spindle checkpoint activity, and kinetochore clustering; evolutionarily conserved; other members include Ndc80p, Nuf2p, Spc24p, and Spc25p"
NUG1,S000000808,YER006W,NUG1,NUclear GTPase,,GTPase that associates with nuclear 60S pre-ribosomes; required for export of 60S ribosomal subunits from the nucleus
NUM1,S000002557,YDR150W,NUM1,NUclear Migration,,Protein required for nuclear migration; component of the mitochondria-ER-cortex-anchor (MECA); required for the association of mitochondria with the cell cortex and for accurate distribution of mitochondrial network; interacts with Mdm36p to link the ER and mitochondria at the cortex; localizes to the mother cell cortex and the bud tip; may mediate interactions of dynein and cytoplasmic microtubules with the cell cortex
NUP1,S000005624,YOR098C,NUP1,NUclear Pore,,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of thenuclear pore complex (NPC) permeability barrier; possible karyopherin release factor that accelerates release of karyopherin-cargo complexes after transport across NPC; both NUP1 and NUP60 are homologous to human NUP153
NUP116,S000004650,YMR047C,NUP116,NUclear Pore,,"FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup159p); NUP116 has a paralog, NUP100, that arose from the whole genome duplication"
NUP145,S000003060,YGL092W,NUP145,NUclear Pore,,"Essential protein with distinct roles in two nuclear pore subcomplexes; catalyzes its own proteolytic cleavage in vivo to generate a C-terminal fragment that is a structural component of the Nup84p subcomplex (with roles in NPC biogenesis and localization of genes to the nuclear periphery), and an N-terminal fragment that is one of several FG-nucleoporins within the NPC central core directly responsible for nucleocytoplasmic transport; homologous to human NUP98"
NUP159,S000001377,YIL115C,NUP159,NUclear Pore,,"FG-nucleoporin component of central core of the nuclear pore complex; also part of the nuclear pore complex (NPC) cytoplasmic filaments; contributes directly to nucleocytoplasmic transport; regulates ADP release from the ATP-dependent RNA helicase Dbp5p; forms a stable association with Nup82p, Gle2p and two other FG-nucleoporins (Nsp1p and Nup116p)"
NUP192,S000003576,YJL039C,NUP192,NUclear Pore,,Essential subunit of inner ring of nuclear pore complex (NPC); plays a role in modulating transport through the NPC; homologous to human NUP205
NUP49,S000003140,YGL172W,NUP49,NUclear Pore,,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup57p)
NUP57,S000003351,YGR119C,NUP57,NUclear Pore,,FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier; found in stable complex with Nic96p and two other FG-nucleoproteins (Nsp1p and Nup49p)
NUP82,S000003597,YJL061W,NUP82,NUclear Pore,,"Linker nucleoporin component of the nuclear pore complex (NPC); also part of the NPC cytoplasmic filaments; contributes to nucleocytoplasmic transport and NPC biogenesis; forms stable associations with three FG-nucleoporins (Nsp1p, Nup159p, and Nup116p); relocalizes to the cytosol in response to hypoxia"
NUP85,S000003803,YJR042W,NUP85,NUclear Pore,,"Subunit of the Nup84p subcomplex of the nuclear pore complex (NPC); contributes to nucleocytoplasmic transport and NPC biogenesis and is involved in establishment of a normal nucleocytoplasmic concentration gradient of the GTPase Gsp1p; also plays roles in several processes that may require localization of genes or chromosomes at the nuclear periphery, including double-strand break repair, transcription and chromatin silencing; homologous to human NUP85 aka NUP75"
NUS1,S000002352,YDL193W,NUS1,Nuclear Undecaprenyl pyrophosphate Synthase,"Essential gene; repression causes deficiency in protein glycosylation; in large-scale studies repression leads to cell cycle arrest in G2 phase and defects in cytokinesis; heterozygous null mutation in diploids casuses decreased innate thermotolerance and oxidative stress sensitivity
","Forms dehydrodolichyl diphosphate synthase complex with RER2 or SRT1; tet-repressible mutant shows accumulation of hypoglycosylated forms of CPY, suggesting that Nus1p may be involved in protein trafficking; mutations in human homolog NUS1 have been implicated in congenital scoliosis, neurological impairment, refractory epilepsy, hearing deficit, and visual impairment; human cis-prenyltransferase complex complements yeast null mutant"
NUT2,S000006372,YPR168W,NUT2,Negative regulation of URS Two,,Subunit of the RNA polymerase II mediator complex; conserved from yeast to human; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; required for transcriptional activation and has a role in basal transcription; protein abundance increases in response to DNA replication stress
OAR1,S000001538,YKL055C,OAR1,3-Oxoacyl-[Acyl-carrier-protein] Reductase,"Non-essential gene; null mutant shows repiratory growth defect and sensitivity to acetaldehyde, acetic acid, ethanol, spermine; homozygous null mutation in diploids causes delayed progression through G1 phase of the cell cycle, decreased innate thermotolerance, and decreased glycogen accumulation
",Mitochondrial 3-oxoacyl-[acyl-carrier-protein] reductase; may comprise a type II mitochondrial fatty acid synthase along with Mct1p; human homolog CBR4 complements yeast null mutant
OCT1,S000001617,YKL134C,OCT1,OCTapeptidyl aminopeptidase,,"Mitochondrial intermediate peptidase; cleaves destabilizing N-terminal residues of a subset of proteins upon import, after their cleavage by mitochondrial processing peptidase (Mas1p-Mas2p); may contribute to mitochondrial iron homeostasis"
OKP1,S000003411,YGR179C,OKP1,Outer Kinetochore Protein,,"Outer kinetochore protein required for accurate chromosome segregation; component of COMA (Ctf19p, Okp1p, Mcm21p, Ame1p) a kinetochore sub-complex which functions as a platform for kinetochore assembly; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-Q and fission yeast fta7"
OLE1,S000003023,YGL055W,OLE1,OLEic acid requiring,"Essential gene under standard conditions; null mutant is viable with oleic acid supplementation; heat-sensitive mutant requires oleic acid at restrictive temperature but displays abnormal distribution of mitochondria even at permissive temperature; overexpression confers increased resistance to ethanol; in large-scale studies, overexpression causes increased invasive growth
",Delta(9) fatty acid desaturase; required for monounsaturated fatty acid synthesis and for normal distribution of mitochondria
